Casenum,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents
726,0,0.018497695,64,13,0
727,0,0.254548841,0.461357487,15,4
728,0,0.013574112,0.711075819,11,0
729,0,0.9999999,0.260763359,3,2
730,0,0.029185402,0.336295473,5,0
731,0,0.985092264,0.376905611,4,0
732,0,0.011904653,1653,20,0
733,0,0,0.735131912,13,2
734,0,0.312877738,0.23072116,28,0
735,0,0.714892819,0.870354941,8,0
736,0,0.060867801,3074,15,0
737,0,0.141853991,0.812870978,8,0
738,0,0.073191767,0.020708083,4,0
739,0,0.473663158,0.650674663,8,0
740,1,0.987668722,0.691279186,14,2
741,0,0.061214562,0.453692681,7,0
742,0,0.475252475,0.428628549,8,0
743,0,0.243842974,1321,9,2
744,0,0.621468927,0.010079194,3,0
745,0,0.084589254,0.044093178,8,0
746,0,0.880239982,1290,6,2
747,0,0.087182563,0.080495356,6,0
748,0,0.111715105,0.315173697,12,3
749,0,0,0.335066493,11,3
750,0,0,0.052672049,3,1
751,0,0,17,4,0
752,0,0.659178931,0.285324697,6,1
753,0,0.101012576,0.34037277,21,1
754,0,0.471803323,0.365787835,12,1
755,0,0.224822486,2284,6,0
756,0,0.249922521,0.254313231,18,1
757,0,0,0.369192131,7,1
758,0,0.066285085,0.228999349,7,0
759,0,0.025711593,0.540702656,8,2
760,0,0.901509849,0.128132981,8,0
761,1,0.02331266,0.632371083,13,0
762,0,0.048540543,0.215576215,9,0
763,0,0.077358439,0.324267573,10,0
764,0,0.082452074,0.89117395,12,1
765,0,0.9999999,0,3,0
766,0,0.14060251,0.049700447,11,2
767,0,0.357285429,0.001723544,1,0
768,0,0.002140517,5,4,0
769,1,0,0.44187375,5,2
770,0,0.072377744,0.399050079,9,0
771,0,0.228591229,0.181233062,4,0
772,0,0,526,5,1
773,0,0,0.531464095,8,0
774,0,0.9999999,0.132716821,1,1
775,0,0.015293506,0.372513562,13,0
776,0,0.059183801,0.067061144,7,0
777,0,0.211859605,0.128716003,8,1
778,0,0.014688043,13,4,0
779,0,0.019415751,1203,9,0
780,0,0.012236873,1189,6,0
781,0,0.917428326,2410,7,0
782,0,0.716283716,0.26775232,10,2
783,0,0.00054943,0,4,0
784,0,0.004680652,0.057388522,4,0
785,0,0.4275909,0.342354782,14,0
786,0,0.982477859,0.508163945,3,0
787,0,0.083486086,0.170705631,4,0
788,0,0.01087466,0.001287001,6,0
789,0,0.014646523,0.121568627,7,0
790,1,1.008506531,3265,20,0
791,0,0.537596973,1591,8,NA
792,0,0.994428754,2336,11,3
793,0,0.556142972,0.177274242,2,0
794,1,1.25748503,0.129805014,1,0
795,0,0.031593681,523,3,0
796,0,0.35407131,0.053521541,5,0
797,0,0.075627307,0.193786454,9,0
798,0,0.002965614,0.515939338,8,0
799,0,0.020390558,0.225861336,5,0
800,0,0.04564894,0.274952015,21,0
801,1,0.962946947,0.68127587,8,0
802,0,0.160226787,0.356018715,5,0
803,0,0,0.735816454,11,1
804,0,0.067400749,0.166517857,10,0
805,0,0.134374585,111,2,0
806,0,0.9999999,11,0,0
807,0,0.013218661,0.085321957,10,0
808,0,0.000358843,0.720069983,11,0
809,0,0.975146408,0.332280979,4,2
810,0,0.255610417,0.528550512,9,1
811,0,0.9999999,0,1,0
812,0,0.682708972,0.38708711,8,1
813,0,0.101551406,228,6,0
814,0,0.013105862,736,15,0
815,0,0,2,2,NA
816,0,0.040536902,0.644091034,11,0
817,0,0,0.107878122,11,4
818,0,0.013375668,0.002606106,7,0
819,0,0.9999999,0.165213329,0,2
820,0,0.19877594,0.217065334,9,0
821,0,0.053596215,68,6,1
822,0,0.178964154,0.552930754,6,1
823,0,0,0,3,NA
824,0,0.003550639,415,11,0
825,0,0.715720439,1.002499107,8,0
826,0,0.011343376,13,5,NA
827,0,0.158100266,0.475322703,19,1
828,0,0.626266154,0.142385321,5,0
829,0,0,0.432783608,9,0
830,0,0.48268786,0.264841895,9,1
831,0,0.524915836,969,6,0
832,0,0.335445712,0.344679838,6,0
833,0,0.001876594,0.01332778,10,0
834,0,0.235225157,0.335036659,5,1
835,0,0,779,6,0
836,0,0,852,3,NA
837,0,0.001901275,0,6,0
838,0,0.107720423,0.216280839,12,2
839,0,0.01339933,0.01283697,3,1
840,0,0.064097861,1387,11,0
841,0,0.547124146,0.121319069,6,4
842,0,0.292567833,2231,5,0
843,0,0.157137145,0.264911696,8,1
844,0,0.042202964,0.286158631,6,0
845,0,0.734284381,11311,6,0
846,0,0.835311508,0.332527053,9,0
847,0,0.5112397,0.963084409,13,1
848,1,0,6046,9,0
849,0,0.037477248,0.079193665,9,0
850,0,0,0.090386385,5,0
851,1,0.71976008,64,2,0
852,0,0.047294357,0.447142596,14,0
853,0,0.328684508,1874,6,0
854,0,0.028083912,0.380976732,20,3
855,0,0.003888457,4,3,0
856,0,0.009654537,0.122830656,6,1
857,1,0.778719498,0.53801306,11,0
858,0,0,0.411084131,10,1
859,0,0.054449206,19,1,0
860,0,0.173784093,0.196142489,14,0
861,0,0.457154579,0.103425118,7,2
862,0,0.119460647,0.32224953,5,0
863,0,0.717853471,3174,15,0
864,0,0.607205622,4627,15,0
865,0,0.276593085,0.121835693,8,0
866,0,0.128419662,0.226433961,10,0
867,0,0.059356682,4121,10,0
868,0,0.000237284,0.427787663,10,0
869,0,0.738420926,2367,11,0
870,0,0.086492476,0.074734316,8,1
871,0,0.222472191,0.589815683,4,0
872,0,0.035754761,0.00829363,5,1
873,0,0.003986049,0.207164676,10,0
874,0,0.093741762,0.718171926,10,2
875,0,0.231979494,0.373801016,28,0
876,0,0.105969699,3063,8,0
877,0,0.041411471,0.008456176,3,3
878,0,0.223055966,0.430297475,13,3
879,0,0.452864285,0.330947228,10,1
880,0,0.016031741,1202,4,NA
881,0,0.9999999,0.137820513,1,0
882,0,0.15189171,0.301074556,13,0
883,0,0.606025418,0.375647341,10,2
884,0,0.075168462,1421,3,0
885,0,0.061833522,2788,6,0
886,0,0.010186243,0.022504141,7,2
887,0,0.515975688,0.679853795,14,0
888,0,0.347921078,0.373740482,11,2
889,0,0.108983159,0.31035201,10,0
890,0,0.165720783,0.311916978,10,0
891,0,0.194625748,0.283571758,20,0
892,0,0.48987523,0.319171724,3,1
893,0,0.958820874,0.236573549,12,1
894,0,0.799018271,1.298161471,4,0
895,0,0.011505437,0.274253271,9,0
896,0,0.819115784,0.528381219,7,0
897,0,0,0.551779288,7,0
898,0,0.122544324,0.42893401,9,1
899,0,0.667833042,81,2,0
900,0,0.3882572,1.112942122,13,1
901,0,2.258964143,0.032483758,1,2
902,0,0.013767118,2004,10,0
903,0,0.187797808,790,6,0
904,0,0.9999999,0,0,0
905,0,0.037379559,0.333851794,11,0
906,0,0.00339983,0.262694922,5,0
907,0,0.020480494,1673,10,1
908,0,0.106475741,0.802308265,5,1
909,0,0.518186405,0.504887091,17,1
910,0,0.003735788,0.459166466,10,0
911,0,0.9999999,2628,6,0
912,0,0.196960608,0.006959443,1,0
913,0,0.802993617,0.524458002,9,3
914,0,0.9999999,0.194963754,3,0
915,0,0.707145775,3930,13,0
916,0,0.288592785,0.226213976,4,3
917,0,0.397244161,0.294852574,5,0
918,0,0.197440895,777,3,NA
919,0,0.004884836,0.474904943,11,2
920,1,1.362141746,274,2,NA
921,0,0.17545213,0.27018019,11,0
922,1,0.514353049,0.984408835,15,1
923,0,0.00069993,0,4,0
924,0,0.822400231,0.515793683,12,0
925,0,0.0427599,7806,21,2
926,0,0.222506167,0.271467415,9,0
927,0,0.391045602,0.069040925,11,0
928,0,0.028775625,0.137224283,4,0
929,0,0.477367751,0.339874121,6,0
930,0,0.018538176,1184,8,0
931,0,0.041366785,0.224577542,8,2
932,0,0.994269551,2809,5,0
933,0,0.127159603,0.454098361,20,0
934,0,0.610408703,0.064417178,7,2
935,0,0.156645781,0.560214893,8,2
936,0,0.526201662,0.343546258,9,1
937,0,0.03737868,0.372787227,8,0
938,0,0.163750645,0.266873313,13,0
939,0,0.086382723,2615,6,NA
940,0,0.9999999,0.370691923,6,1
941,0,0.029132576,0.008222093,10,1
942,0,0.153646677,1.220066377,7,0
943,0,0.083781617,0.421201915,16,2
944,1,0.913773615,0.881655429,17,1
945,0,0.251284106,0.75145816,18,0
946,0,0.072587125,0.046662778,15,0
947,0,0,0,3,0
948,0,0.133613717,0.421048246,14,2
949,0,0.001905482,2.694610778,11,2
950,0,0.040547951,0.020736901,5,0
951,0,0.03452873,0.514162132,7,1
952,0,0.010441271,692,7,0
953,0,0,1589,8,0
954,0,0.001882242,1.317473011,9,1
955,0,0.015644567,24,5,NA
956,0,0.630901661,0.047400612,3,0
957,0,0,0.257757365,11,2
958,0,0.055228298,0.146276596,5,0
959,0,0.946508915,0.148162041,5,1
960,0,0,0,2,0
961,0,0.833594158,178,9,0
962,0,0.030327811,1934,11,0
963,0,0.194273425,817,13,3
964,0,0,0,6,0
965,0,0.205655719,2082,13,0
966,0,0.235752849,724,3,0
967,0,0.029878794,0.318734063,11,1
968,1,1.004421666,0.605098725,10,1
969,0,0.154955579,2446,4,0
970,0,0.016658432,0.315187201,6,0
971,0,0.475841386,0.198811453,2,3
972,0,0.061439281,0.498692509,19,1
973,0,0.527904017,486,4,0
974,0,0.319378527,0.156959213,22,0
975,0,0.9999999,0.167543201,1,2
976,0,0.077910174,162,2,0
977,0,0.278636315,0.587361677,22,4
978,0,0.352319991,0.246784845,8,1
979,0,0.256314605,1.511162946,24,0
980,0,0,0.346902339,4,0
981,0,0.066113797,0.621679828,24,2
982,0,0.749133564,0.432119554,17,0
983,0,0.041992219,85,7,0
984,0,0.212785199,106.2727273,6,4
985,0,0.951209758,0.061445262,2,2
986,0,0.700331051,0.546448087,11,1
987,0,0,346,8,0
988,0,0.019327552,0.180763847,11,0
989,1,0.878245498,0.18141723,5,1
990,0,0.066928871,0.611050027,5,2
991,0,0.110327321,0.313439924,16,1
992,1,0.228742911,3558,19,2
993,0,0.691722293,0.691183331,6,0
994,0,0.275946359,0.283411686,10,0
995,0,0.037454421,0.355043926,17,0
996,0,0.357684244,710,6,0
997,0,0.102950576,0.252274773,18,3
998,0,0.9999999,10.17127624,4,0
999,0,0.040283239,0.135553584,11,0
1000,0,0.352989385,0.43955635,18,2
1001,0,0.666948696,0.185055253,7,0
1002,0,0.181442474,0.067877957,2,0
1003,0,0.863213679,0.102670277,4,2
1004,0,0.093632815,0.306846806,6,0
1005,0,0,0,4,0
1006,0,0.479013137,0.531659631,14,2
1007,0,0.257067036,0.291809152,6,4
1008,0,0.02403549,19,2,0
1009,0,0.9999999,0.217236784,1,2
1010,0,0.001890458,0.268693009,15,1
1011,0,0.399033876,0.433893685,7,0
1012,0,0.9999999,0.047961631,2,4
1013,0,0.245930854,0.537720414,11,1
1014,0,0.003957859,2574,11,2
1015,0,0.408690635,1.055195584,12,0
1016,0,0.897369039,2910,16,0
1017,1,0.017558727,0.53540175,10,0
1018,0,0.115428519,0.278969295,12,0
1019,0,0.83983667,3308,8,1
1020,0,0.004384128,0.637788225,11,1
1021,0,0.383952208,0.498566762,18,0
1022,0,0.039609476,1132,13,0
1023,0,0.02464305,0.009947892,10,1
1024,0,0.9999999,0.178302196,1,2
1025,0,0.284499685,1408,8,1
1026,0,0.9999999,0.134071341,1,3
1027,0,0.224507069,1068,8,0
1028,0,0.643133922,0.158997955,3,0
1029,0,0.149037887,0.288725647,8,1
1030,1,0.546513871,0.93824256,17,2
1031,0,0.546015655,0.407318536,8,0
1032,0,0.14938018,0.428758481,14,1
1033,0,0.135083219,0.065139307,7,2
1034,0,0.016221174,0.194925029,9,3
1035,0,0.068038735,2.496503497,6,2
1036,0,0.038660566,0.308086489,7,0
1037,0,0.258812185,3947,4,0
1038,0,0.033458036,0.431051723,6,0
1039,0,0.9999999,0.153061224,3,0
1040,0,0.391214634,0.287181335,8,2
1041,0,0.377915278,0.061148228,5,1
1042,0,0.098407733,0.069744476,6,2
1043,0,0.039686202,7,6,1
1044,0,0.9999999,35,0,0
1045,1,0.829560586,0.248187953,6,2
1046,0,0.631259134,0.273340433,7,0
1047,0,0.034384238,51,10,0
1048,0,0.054537616,0.266824339,10,0
1049,0,0.50009998,0.211071821,3,0
1050,0,0.112820211,0.312868713,6,0
1051,0,0.012538557,0.38510101,12,0
1052,0,0.996101804,2.579171742,9,3
1053,1,0.232226657,6.094452774,16,1
1054,0,0.048037041,2235,5,0
1055,0,0.530405318,0.469418849,22,0
1056,0,0.520689428,0.777370438,9,0
1057,0,0.022135842,0.003547815,2,1
1058,0,0.101790219,0.042235495,5,0
1059,0,0.323481841,262,3,0
1060,0,0.014466655,0.262962153,28,0
1061,0,0.022420519,1004,6,0
1062,0,0.002349883,0.39184953,5,0
1063,0,0.1925349,0.225741941,12,0
1064,0,0.251804415,0.611755298,7,0
1065,0,0.088911089,0.000526177,3,0
1066,0,0.987743331,0.4474,13,0
1067,0,0.9999999,0,0,0
1068,0,0.030761368,0.015661446,5,0
1069,0,0.218991588,0.586137954,13,0
1070,0,0.9999999,0.110878973,3,3
1071,0,0,0.365016502,10,1
1072,0,0.002072256,0.210742857,12,0
1073,0,0.223967181,1632,8,0
1074,0,0.220201834,0.462354974,10,1
1075,0,0.788340389,0.099845092,3,1
1076,0,0.034754891,1627,12,0
1077,0,0,0.281729338,10,5
1078,0,0.148225606,1313,11,0
1079,0,0.68028326,0.42985336,6,0
1080,0,0.179110121,0.27491843,10,2
1081,0,0.211367652,0.24045329,19,0
1082,0,0.012987013,0,2,0
1083,0,0.247135843,0.090524087,3,1
1084,0,0.9999999,0.129623459,1,0
1085,1,0.00073798,0.493126718,4,2
1086,0,0.946978196,0.335438375,12,2
1087,0,0.866344471,0.14802475,1,0
1088,0,0,0.067381539,4,1
1089,0,0.9999999,0.229471417,6,0
1090,0,0.096113878,0.224395714,10,4
1091,0,0,0.372395469,3,2
1092,1,0.9999999,219,1,NA
1093,0,0.275326535,0.38317757,17,0
1094,0,0.595112469,0.378525482,3,0
1095,0,0.026147183,0.329780147,7,0
1096,0,0.28927034,0.691654173,7,2
1097,0,0.040423812,28,6,0
1098,0,0.223677632,0.326283407,4,2
1099,0,0.077246781,0.368421053,7,0
1100,0,0.328303003,0.480057771,9,0
1101,0,0.572324438,1.052171197,12,3
1102,0,0.966275454,0.683523654,8,2
1103,0,0.075327056,0.071378477,7,0
1104,0,0.011073664,0.012372578,4,3
1105,0,0.369171682,0.048228914,12,0
1106,0,0.960431398,0.31506036,3,1
1107,0,0.123471362,0.364188164,6,1
1108,0,0.127493625,0.09438021,6,1
1109,0,0.087910156,0.520623969,8,2
1110,0,0.083766009,0.34210815,6,1
1111,0,0,396,3,NA
1112,0,0.48092721,1.031724668,14,1
1113,0,0.009917446,0.447430975,12,0
1114,0,0.9999999,0.377631696,11,1
1115,0,0.078754404,2129,6,0
1116,0,0.135042385,0.017903057,14,0
1117,0,0.007999878,15,13,0
1118,0,0.099190841,0.604398743,9,0
1119,0,0.29739805,0.579717373,8,3
1120,0,0.307191593,0.607185223,5,0
1121,0,0.044225262,1776,4,0
1122,0,0.125014705,0.404638145,4,0
1123,0,0.004104171,1,5,0
1124,0,0.013713796,0.401267976,6,0
1125,0,0.267352626,0.426685865,10,0
1126,0,0.163836164,0.092762895,5,0
1127,0,0.9999999,0,1,NA
1128,0,0.820545297,3799,4,2
1129,0,0.428382755,0.2706115,12,0
1130,0,0.0199992,0.188452887,6,1
1131,0,0.089146989,0.25974805,7,0
1132,0,0.612030682,0.76967187,10,0
1133,0,0,0.05692407,4,1
1134,0,0.801764544,0.430314406,5,2
1135,0,0,0.450288902,9,0
1136,0,0.010751197,0.117910841,17,0
1137,0,0.901795412,0.52674524,6,3
1138,0,0,0.252527295,9,0
1139,0,0.001759965,0.214688239,5,2
1140,0,0.390088472,0.326036484,6,0
1141,0,0.007353556,0.29991431,16,1
1142,0,0.9999999,17,1,0
1143,0,0.061173533,0.08997001,3,0
1144,0,0.39142696,0.384779992,6,0
1145,0,0.132820925,0.914452555,16,1
1146,0,0.842078961,0.150494324,10,1
1147,1,0.954449046,773,7,0
1148,0,0.804681521,0.533815481,12,4
1149,0,0.751585703,1.478577549,8,0
1150,0,0.28910532,0.939430965,17,0
1151,0,0.003157687,1,1,0
1152,0,0.601758577,2162,10,2
1153,0,0.684020951,0.894878706,21,0
1154,1,0.81054584,1.141452126,29,1
1155,0,0,0.012529992,8,3
1156,0,0,0.460725507,7,0
1157,0,0.926059916,12546,8,0
1158,0,0.17988008,0.003127443,2,0
1159,0,0.226957563,0.4375,11,1
1160,0,0.941447055,1.843949701,15,1
1161,0,0.023237542,0.812428571,19,1
1162,0,0.01718597,0.348886815,8,2
1163,0,0.506995336,0.5029988,6,0
1164,0,0.120355791,0.151986183,10,0
1165,0,0.247597087,0.702749471,8,2
1166,0,0.321934593,1383,7,1
1167,0,0.823059361,2061,6,0
1168,1,0.902797114,2788,8,0
1169,0,0.099482078,0.431368631,7,3
1170,0,0.418397882,0.414148447,14,0
1171,0,0.537344212,0.627822789,19,0
1172,0,0.002776037,0.37584925,11,1
1173,0,0.9999999,0,0,0
1174,1,0.9999999,0.313816494,2,0
1175,0,0.317047101,0.173402868,14,0
1176,0,0.100578252,2209,11,2
1177,0,0.109278443,1370,5,0
1178,0,0.012951764,1968,5,0
1179,0,0.186223251,0.251769464,11,3
1180,0,0.219540157,220,4,0
1181,0,0.386875937,0.119083018,19,2
1182,0,0.809765043,0.476433476,11,0
1183,0,0.126458612,263,7,0
1184,0,0.281812558,0.304637654,16,1
1185,0,0.058309113,0.723310676,12,0
1186,0,0.075662361,0.315812527,7,0
1187,1,0.087649402,0.009995457,2,1
1188,0,0.544761241,0.592103062,13,1
1189,0,0.099272518,0.034020012,3,3
1190,0,0.201132761,0.248417722,9,0
1191,0,0,0.31834083,5,1
1192,0,0,0,2,0
1193,0,0.963614554,0.224283305,5,3
1194,0,0.027130865,0.256738293,6,1
1195,0,0.081312065,315,6,NA
1196,0,0.19129696,0.213109877,15,0
1197,0,0.1031864,0.136302675,5,0
1198,0,0.9999999,0.914857386,5,0
1199,0,0.030586236,0.310935893,5,2
1200,0,0.041084962,0.264227981,8,0
1201,1,0,0.157678245,7,2
1202,0,0,4212,6,0
1203,0,0.375897212,0.29563096,21,0
1204,0,0.9999999,0.196745562,3,0
1205,0,0.9999999,0.020359935,1,1
1206,0,0.096009775,0.545157068,8,1
1207,0,0,1898,3,0
1208,0,0.028200734,0.084599116,10,0
1209,0,0.076703026,0.388436652,14,0
1210,0,0.227820379,0.554915922,24,0
1211,0,0,0,2,1
1212,0,0.019391297,0.064577141,9,1
1213,0,0.149113358,0.699205217,8,0
1214,0,0.726759759,0.65170345,9,2
1215,0,0.099815157,0.232339826,8,1
1216,0,0.00077776,0.209539523,6,0
1217,0,0.51835032,0.685146095,13,0
1218,0,0.083984419,2461,5,3
1219,0,0.047286367,0.012931609,5,0
1220,0,0.142122933,2859,18,1
1221,0,0.058416154,0.299711296,10,0
1222,0,0.006556256,6,7,NA
1223,0,0.062081558,0.012387188,6,0
1224,0,0.9999999,0.014697237,0,1
1225,0,0,0.437351223,7,0
1226,0,0.065421016,0.238432226,9,0
1227,0,0.901408451,0.15104398,5,0
1228,0,0.072018143,1.434782609,12,1
1229,0,0.392192869,0.150205533,8,2
1230,0,0.507497501,0.012468828,3,0
1231,0,0,1.687366167,8,0
1232,1,0.9999999,0.540617473,2,0
1233,0,0.016118843,0.1247501,12,1
1234,0,0.593788744,3400,13,1
1235,0,0.9999999,423,2,0
1236,0,0.361682297,0.19675058,9,2
1237,0,0.811623025,0.439755691,8,4
1238,0,0.213456163,0.735554618,9,0
1239,0,0.002124734,3256,9,NA
1240,0,0.040253329,0.401668012,12,2
1241,0,0.443626281,0.253686578,6,1
1242,0,0.002012856,1164,2,0
1243,0,0.05575925,0.014802119,6,0
1244,0,0.007749806,0.220213749,8,0
1245,0,0.696495633,0.276620563,10,1
1246,0,0.58069462,0.785196922,8,0
1247,0,0.120179936,0.427216786,10,1
1248,0,0.022516958,1031,5,0
1249,0,0.017594819,0.306472244,7,1
1250,0,0.9999999,0.061422414,1,0
1251,0,0,0,1,0
1252,0,0.465521089,4085,8,0
1253,0,0.874912509,0.302199741,4,0
1254,0,0.037273952,0.953488372,8,0
1255,0,0.141762552,0.028257457,5,0
1256,0,0.017926392,0.005187456,6,0
1257,0,0.082238982,2065,7,NA
1258,0,0.07372713,0.139694329,16,0
1259,0,0.006145513,3,2,NA
1260,0,0.06781117,0.332303218,19,1
1261,1,0.887080965,0.482275525,4,2
1262,0,0.293687348,1268,13,0
1263,0,0.030153714,0.003999,6,0
1264,0,0.414618818,4681,21,0
1265,0,0.853239735,0.48771563,4,0
1266,0,0.004195682,0.478190226,12,1
1267,1,0.767840152,0.2964495,4,0
1268,1,0.041191762,0.261369315,3,0
1269,0,0.015200908,0.007998609,3,0
1270,0,0.006732763,613,7,NA
1271,0,0.839792644,0.68240621,9,1
1272,0,0.11327535,695,5,1
1273,0,0.021418674,0.281414439,13,1
1274,0,0.924271715,0.441760601,7,2
1275,0,0.028458411,0.21915701,22,0
1276,0,0.845719252,0.323338331,6,1
1277,0,0.9999999,0.080187299,3,0
1278,1,0.965034965,0.062791628,2,2
1279,0,0.124366408,2196,11,4
1280,0,0.033203829,0.318874019,11,0
1281,0,0.036422035,1756,10,0
1282,0,0.9999999,278,0,NA
1283,0,0.760016551,0.917543584,10,1
1284,0,0.9999999,0.007664112,0,0
1285,0,0.147775796,430,8,0
1286,1,1.0085156,2.219737309,23,0
1287,0,0,0.634674923,9,1
1288,0,0.119775556,0.041959578,3,0
1289,0,0.251354973,0.385015331,7,1
1290,0,0.078912031,0.596621408,7,0
1291,0,0.065464485,0.006854172,1,0
1292,0,0.018856544,0.234095738,11,0
1293,0,0.551440662,0.418147936,14,1
1294,0,0.153327953,3851,6,1
1295,0,0.020212314,0.302395774,13,0
1296,0,0.239551535,0.357444651,10,1
1297,1,0.9999999,0.254256527,5,2
1298,0,0.024688074,0.199100928,12,0
1299,0,0.796278584,2518,6,4
1300,1,0.9999999,0.015108425,2,1
1301,0,0.623875225,0.037185126,2,1
1302,0,0.176443529,0.182522829,15,0
1303,0,0,0.483205749,3,4
1304,0,0.06769731,0.082053743,11,0
1305,0,0.330939503,0.316851482,6,2
1306,0,0.070324183,0.351426383,12,4
1307,0,0.012739234,0.008663779,6,0
1308,0,0.007868766,1448,6,0
1309,0,0.019477727,0.365306454,12,0
1310,0,0.447465042,0.496729238,10,2
1311,0,0.987501953,3844,12,0
1312,1,0.983078225,0.884470118,17,2
1313,0,0,0,12,0
1314,1,0.972150876,1.473797947,12,0
1315,0,0.714456939,1.60215311,15,3
1316,0,0.021614553,2290,8,1
1317,0,0.073037127,0.249922094,8,0
1318,0,0.575314156,0.653881071,6,0
1319,0,0.086460416,1.055530875,7,0
1320,0,0.254093195,0.457734957,12,0
1321,0,0,0.031403337,4,1
1322,0,0.433365292,0.619267168,5,1
1323,0,0.122020904,153,9,0
1324,0,0.288425263,0.533965245,8,0
1325,0,0.195256512,0.484398217,20,0
1326,0,0.846574881,0.158640227,5,2
1327,0,0.123564228,0.202103511,5,2
1328,0,0.007161678,3,7,0
1329,0,0.011753293,0.104972376,3,0
1330,0,0,1486,4,2
1331,0,0.170685802,69,5,3
1332,0,0.078534132,0.380691598,7,0
1333,0,0.160060865,0.370769853,8,1
1334,0,0.16351208,0.507061617,14,3
1335,0,0.032008214,0.226599205,11,0
1336,0,0.994133464,0.53749837,10,0
1337,0,0.322649069,0.267259537,5,0
1338,0,0.002983261,0.00012837,2,0
1339,1,0.617025827,0.160912815,5,0
1340,1,0.409985282,0.279980823,15,0
1341,0,0.002427884,0.238471257,13,0
1342,0,0.173948934,3015,7,0
1343,0,0.04719764,0.37567161,8,8
1344,0,0.202774562,6994,23,2
1345,0,0.087406258,0.288977727,8,2
1346,0,0,0.055915527,5,0
1347,0,0.04569372,0.300174956,14,1
1348,0,0.022780051,0.323067693,14,1
1349,0,0.036934189,0.287934952,8,2
1350,0,0,1463,5,0
1351,0,0.832104651,0.754365541,18,2
1352,0,0.644710579,0.087017653,7,0
1353,0,0.472495626,0.381654964,11,3
1354,0,0,3278,7,0
1355,0,0.017509173,0.365119461,8,0
1356,0,0.09514671,0.262804799,9,0
1357,0,0.111327624,0.37043826,11,1
1358,0,0.279441118,0.001332889,1,1
1359,0,0.170165967,0.005084401,2,0
1360,0,0.525349959,0.265853034,8,1
1361,0,0.00712519,0.186116269,25,0
1362,0,0.871073356,0.390764509,12,0
1363,0,0.099145861,2430,23,1
1364,0,0.074231442,0.155248456,4,0
1365,0,0.161644287,0.134433192,8,0
1366,0,0,0.014388489,5,0
1367,0,0.685700235,0.372925415,10,0
1368,0,0.011834818,0.684559617,8,2
1369,0,0.018456616,0.248861238,7,2
1370,0,0,0.372540812,6,0
1371,0,0.001786497,0.010723861,10,1
1372,0,0,7,2,NA
1373,0,0.032924722,1.034372502,21,0
1374,0,0.200990693,0.732948234,7,0
1375,0,0.009985653,0.277165033,8,0
1376,0,0.443944541,0.662545192,19,1
1377,0,0.113400284,0.254913728,9,0
1378,0,0,4,5,0
1379,0,0.081353789,0.028554343,13,1
1380,0,0.173713417,0.391101483,7,0
1381,0,0.013095711,0.363039132,10,0
1382,0,0.01519924,0.280407101,5,1
1383,0,0.113955442,0.282588669,7,1
1384,0,0.04296902,0.016795866,9,0
1385,0,0.022440925,0.012506724,19,0
1386,0,0.878880524,0.950642674,19,1
1387,0,0.979195663,0.320731136,7,0
1388,0,0.029406119,0.246739697,10,0
1389,0,0,133,8,0
1390,0,0.171691856,0.252374763,7,2
1391,0,0.030053276,937,5,0
1392,0,0.480988269,0.164019337,18,1
1393,0,0.238235664,1252,11,0
1394,0,0.006489024,0.099890231,5,1
1395,0,0.010653436,0.00252605,2,0
1396,0,0.241621668,3228,11,0
1397,0,0.9999999,0.117095508,1,5
1398,0,0.892003484,3955,12,0
1399,0,0.635388319,0.429330591,19,4
1400,0,0.018475688,0.162335066,6,1
1401,1,0.82644118,0.6536804,9,2
1402,0,0.299786422,0.138246215,11,0
1403,0,0.654211301,0.26991654,10,0
1404,0,0.877124547,0.389627295,11,2
1405,1,0,0.345825195,20,1
1406,0,0.46273576,0.575630741,32,0
1407,0,0.9999999,0.514308746,7,5
1408,0,0.268399353,0.507758759,12,2
1409,0,0.002304248,4,5,NA
1410,0,0,0.248972297,7,0
1411,0,0.103318532,0.278180455,12,0
1412,0,0.171134801,2574,12,0
1413,0,0.625696469,0.55618104,12,2
1414,0,0.00126708,0.730317064,15,3
